class,cost,ctmi,crv_arc,crv_plane,crv_pro,diss_a,rough_a,slp_d,sp_a
not,3102.350098,4.9653602,1.75608,0.341064,-1.41502,0.838224,3.41223,11.8193998,14.3725996
not,5307.689941,6.5636601,-0.501845,-0.35184,0.150005,0.485784,5.52003,28.8187008,-2.13673
not,1963.349976,6.2382398,4.3481898,0.766309,-3.5818801,0.825876,3.57446,13.1917,14.1351004
not,2183.350098,6.5343599,-0.167206,-0.187789,-0.0205826,0.499798,4.1139202,16.9647999,4.4563098
not,58.1137009,8.5412598,-0.167282,-0.0615591,0.105722,0.332962,1.80199,1.0067,-1.19942
not,99.2600021,6.3326502,0.877927,0.791291,-0.0866356,0.161205,3.2372701,14.9278002,-12.0092001
not,0,4.54988,-0.125386,-0.180821,-0.0554351,0.493781,4.1436701,17.5914993,-7.9869699
not,0,9.3401699,-1.88147,-0.47933,1.40213,0.220381,2.26053,4.6693802,-3.48085
not,2270.979981,6.3705201,-1.46341,-0.779372,0.68404,0.476771,4.3810101,19.7667007,-0.700363
not,1104.329956,6.3087201,0.125612,0.224507,0.0988949,0.387524,3.90172,18.1420994,-1.36212
not,3671.159912,4.6115799,1.88162,0.638836,-1.24278,0.775041,3.8491399,16.5984993,12.6667995
not,5838.350098,4.4740901,2.9683399,1.00809,-1.96025,0.592683,4.9333401,18.8815002,8.31499
not,1276.920044,5.8937898,0.376233,-0.0323188,-0.408552,0.497074,3.8126099,13.9329996,0.219315
not,7268.169922,4.74332,0.292667,0.637187,0.34452,0.475153,4.62957,27.5907993,2.0153201
not,3918.590088,7.61584,0.376007,0.476732,0.100726,0.501688,4.76018,17.2406006,0.0167389
not,200.6950073,5.4032998,3.0941801,1.5142601,-1.5799201,0.337393,2.9119699,7.69134,-7.6119399
not,2884.689941,7.5616798,0.585485,0.443413,-0.142072,0.577883,3.84267,12.3198996,3.17342
not,2861.580078,9.3072901,-0.292667,-0.290595,0.002072,0.6825,2.4676099,3.7388101,2.5867
not,101.6640015,6.4425602,-1.92321,-0.586804,1.33641,0.331582,2.7737401,15.9932003,-7.9025998
not,2667.449951,4.6185598,1.88131,0.219752,-1.6615601,0.784947,3.5487599,16.4892998,13.9387999
not,192.4080048,5.8036399,0.292667,-0.520674,-0.813341,0.216311,4.1163502,24.3460999,-18.5375996
not,1722.140015,7.5839,-0.417752,-0.206059,0.211693,0.365451,3.44911,13.7185001,-6.2751899
not,358.6380005,8.6982203,-0.459949,0.0789415,0.53889,0.160601,3.61397,11.8746996,-8.7216902
not,133.0059967,6.1371102,-1.42167,-0.586438,0.835229,0.27855,3.4791901,17.9613991,-7.7153201
not,6095.990234,4.6019301,-0.501769,-0.472881,0.0288881,0.685101,5.0559502,31.0456009,25.3218994
not,5834.029785,7.58043,0.585485,0.249906,-0.33558,0.575795,5.28162,19.3988991,6.86377
not,1020.619995,7.1799102,0.209102,-0.223325,-0.432427,0.617435,2.82743,7.8072901,5.7449799
not,4498.089844,5.1752601,1.756,0.30711,-1.44889,0.607359,4.4257102,18.7413998,12.5452003
not,4756.259766,6.4840398,-1.42144,-0.117608,1.30383,0.535928,4.1595602,17.7863998,0.27243
not,2953.669922,7.0099301,-0.0836408,0.0618276,0.145468,0.453787,4.8531199,23.4307995,-0.69664
not,1727.920044,9.0043097,-0.0001507,0.0360796,0.0362303,0.685627,2.5531099,6.9359999,1.756
not,2438.070068,7.3695798,0.543364,0.458638,-0.0847258,0.470696,4.3590798,17.8157997,0.996246
not,584.4359741,10.3288002,-0.4601,-0.176181,0.283919,0.542497,1.38177,1.06709,0.519409
not,4331.370117,6.7653198,-0.209253,-0.0848606,0.124392,0.633681,3.4194701,7.8779702,6.7102399
not,3048.399902,5.9733,-0.167508,-0.198154,-0.0306465,0.661178,2.97803,8.6847897,4.5040698
not,3354.310059,6.2965598,-0.0003014,0.0770562,0.0773576,0.544089,4.6688199,23.8565006,3.8761899
not,4594.790039,5.5738401,0.376308,0.220943,-0.155366,0.623189,3.8772299,12.8304005,5.7150002
not,5274.629883,6.8255801,0.836558,0.17614,-0.660418,0.568523,4.3398299,16.3370991,0.779587
not,3553.560059,7.3397002,-1.3381799,-1.6711299,-0.332956,0.67307,3.5776801,14.2089996,2.20474
not,2135.620117,9.5785599,-1.71433,-1.22279,0.491541,0.374806,3.2408199,9.7760601,-8.7780895
not,2782.860107,5.15486,-0.668938,0.106775,0.775713,0.40746,5.1992402,27.4480991,-3.3317299
not,1918.680054,6.1030002,1.92344,0.783166,-1.14027,0.763328,3.6532199,3.8379099,15.9092999
not,11230.2998,6.1350598,-1.21249,-0.575262,0.637227,0.527821,5.55937,24.4549007,7.8804598
not,103.0479965,9.0587797,-0.501468,-0.499148,0.00232,0.223803,2.9202499,2.99751,-8.7356396
not,1715.089966,6.5235,-0.0420464,-0.0022274,0.0398191,0.670323,3.1665101,12.4226999,4.3730798
not,3579.050049,5.7193699,0.794286,0.408996,-0.38529,0.656811,3.53669,5.62286,7.6328101
not,500.6719971,6.4713998,-1.46341,-0.35573,1.10768,0.17406,4.3274698,22.6707001,-11.0910997
not,3844.870117,5.2445898,-0.752767,-0.842283,-0.0895158,0.5921,5.01752,25.4001999,9.2761497
not,0,8.8496399,-1.58887,-1.13866,0.450212,0.415148,2.9776599,10.7209997,-7.3215899
not,3200.75,6.5478201,-0.961492,-0.631166,0.330326,0.470609,3.48842,14.4659004,-1.47972
not,296.0339966,7.5566201,0.794663,0.585485,-0.209177,0.491772,3.6900599,10.6555996,-3.46292
not,6679.600098,5.2552099,0.334563,0.0639002,-0.270663,0.600486,4.1594601,25.1653004,5.7799501
not,290.0409851,5.5147901,0.209102,-0.0694846,-0.278587,0.678499,4.0159702,13.5827999,6.6595802
not,3226.570068,5.8992801,0.250772,-0.172983,-0.423755,0.480354,5.0461898,26.2642002,2.36377
not,157.7180023,8.80054,-1.46341,-0.541636,0.921776,0.207244,3.35903,10.4980001,-8.9583998
not,5630.279785,6.9095898,-0.292592,0.212118,0.50471,0.55549,3.84357,18.2315998,6.8759799
not,1069.349976,8.8625002,-0.0834901,0.214037,0.297527,0.328892,3.3687201,8.6948099,-8.4738598
not,2480.300049,6.5798101,-0.961341,-0.0955858,0.865756,0.653516,3.1446199,9.45714,1.76213
not,2636.090088,6.6768498,0.292592,-0.0467707,-0.339363,0.656455,3.80177,18.7847004,8.5366802
not,1802.959961,5.1729002,-0.334563,0.240369,0.574932,0.549217,4.2165198,27.0273991,5.7005
not,309.4769897,7.7061801,0.167055,0.308702,0.141647,0.157702,3.7237899,16.5426998,-6.84727
not,1398.199951,5.5921602,0.208951,0.166615,-0.0423366,0.463474,2.6526799,12.6049995,-4.43221
not,2618.830078,6.0581298,-0.878002,-0.0624929,0.815509,0.470066,5.4590502,26.1576996,-3.3226299
not,1487.589966,7.2235699,-3.6792901,-1.38607,2.29322,0.364642,4.8139801,26.7089005,-14.4802999
not,417.973999,7.8453102,0.376157,0.41614,0.0399831,0.195741,3.84601,18.8127995,-8.4769402
not,8056.649902,5.9415598,-0.585711,-0.607157,-0.0214457,0.56978,4.8867998,25.3153,2.63448
not,3907.419922,5.9893899,0.125461,0.189291,0.0638294,0.837674,2.97788,8.5482197,11.8660002
not,1778.650024,6.73733,0.209177,0.0572603,-0.151917,0.562831,3.94835,13.9834003,-0.70546
not,1740.040039,6.8055201,-1.12885,-0.192426,0.936423,0.421953,4.2944899,21.7397003,-3.0400701
not,597.4619751,7.1305299,0.292592,0.197644,-0.0949476,0.25348,3.65398,14.7939997,-6.2594099
not,2764.469971,5.8829598,2.8431799,-0.0563702,-2.89955,0.888174,3.53895,9.4915705,10.2496996
not,1954.579956,6.37041,2.09057,0.465012,-1.62556,0.91612,2.95137,11.6056995,8.8036499
not,5150.850098,6.6981502,-1.00384,-0.555745,0.448095,0.457039,4.6766801,18.4157009,-2.1609299
not,4725.720215,5.2023401,4.0557499,3.86203,-0.193719,0.760828,4.4596901,9.3755198,22.6667004
not,5749.740234,6.20226,-0.125235,-0.0900005,0.0352346,0.512785,5.1747098,25.9181004,1.24449
not,1317.030029,4.93051,0.292517,0.319689,0.0271725,0.453338,4.6297598,23.4304008,-1.08833
not,1991.25,8.1675797,-0.710947,-0.312977,0.39797,0.404932,4.27773,15.6883001,-4.8509402
not,1728.939941,8.3938599,-0.501769,-0.165177,0.336593,0.536462,3.77351,10.7608995,2.06494
not,1135.48999,9.7267399,-0.794211,-1.0379,-0.243688,0.332112,3.6266401,9.8500605,-8.9672403
not,54.5886002,10.3699999,-0.62723,0.486194,1.11342,0.0784621,3.43642,7.2911,-16.7989998
not,147.0140076,7.5610299,-2.6338601,-1.56841,1.0654401,0.318466,3.37889,15.6945,-9.64746
not,225.3200073,7.12393,0.041519,-0.0581533,-0.0996722,0.44235,3.99264,18.6931992,-6.7056699
not,2985.179932,5.2353802,0.208801,-0.0240941,-0.232895,0.542797,3.5384901,17.7180996,2.9812801
not,183.5829926,6.8924298,0.0416697,0.0435656,0.0018959,0.630189,1.49841,3.4865301,-0.0739136
not,3690.23999,5.7696199,-0.460024,-0.313196,0.146829,0.535054,3.77333,20.531601,-1.37454
not,2153.830078,7.8512301,-0.501392,-0.537685,-0.036292,0.436823,3.74245,11.8711004,-4.1854901
not,5944.220215,5.1148801,0.501769,0.237622,-0.264147,0.650149,4.7115598,19.8192997,11.1463003
not,4732.109863,3.6866601,3.3029101,1.98476,-1.31815,0.605867,5.2072401,36.9309998,11.6976004
not,1816.069946,4.7500801,3.0522101,0.93292,-2.1192901,0.638908,3.75734,14.5489998,5.8212299
not,4290.450195,8.3145399,0.125386,0.0399109,-0.0854749,0.541325,3.62657,11.2214003,1.0614001
not,4672.140137,8.0971298,-2.5086999,-2.19542,0.313276,0.677724,3.6282499,11.3601999,10.4724998
not,3606.77002,5.4949799,0.794286,0.870246,0.0759602,0.623757,4.3263001,13.8441,14.5438995
not,6805.060059,6.0783,0.334412,0.0732393,-0.261173,0.623425,5.2437301,25.7031994,6.35641
not,4074.25,6.7754402,-0.334563,-0.0931546,0.241408,0.700197,3.00966,7.7996402,8.1982298
not,2248.409912,7.5646801,-0.167206,-0.168835,-0.0016292,0.363391,4.2776098,22.0175991,-11.2693996
not,3119.439941,4.0431399,0.125084,0.498115,0.373031,0.574154,4.66502,27.7565002,5.7266798
not,4001.340088,6.0830102,0.585259,0.585335,0.0000754,0.704152,3.8864701,15.3099003,7.95929
not,4984,6.7108698,0.251073,0.308361,0.0572882,0.642663,4.0683398,23.6695995,3.30299
not,2571.120117,6.31212,-0.376157,-0.26353,0.112627,0.488147,4.9116998,23.5284004,0.551529
not,189.6699982,6.0906,1.50493,0.239054,-1.26588,0.516227,2.76824,11.5171003,-2.6192
not,4322.689941,7.2177901,0.459798,0.368781,-0.0910168,0.730885,3.07078,5.0296898,7.43362
not,333.8729858,6.3014398,-0.0418957,0.0436435,0.0855392,0.366214,2.717,18.2660007,-3.33638
not,3931.949951,4.4092302,2.7174201,2.1099899,-0.607435,0.534704,4.3018599,20.0487995,-3.15048
not,6576.850098,5.1670899,1.21257,0.0440415,-1.16852,0.936875,3.8540699,18.8843002,21.4186001
not,3402.439941,5.527,-0.961492,-1.25466,-0.293166,0.63477,4.3120899,25.5174999,8.6876698
not,800.9290161,6.62361,0.208951,0.103869,-0.105082,0.522137,3.70875,13.4497995,1.65964
not,6989.77002,6.9429402,0.0001507,-0.0103877,-0.0105384,0.481793,4.89885,20.6322002,-1.16438
not,1192.060059,6.3713899,0.250847,0.297485,0.046638,0.439587,2.9258299,8.7481003,-0.122284
not,2369.169922,5.86588,-3.84657,-2.55162,1.29495,0.348608,4.4036198,27.0314007,-7.8744998
not,4773.879883,5.6308699,0.669051,0.59705,-0.0720009,0.831788,3.41523,12.1408005,14.0690002
not,1486.349976,7.06849,0.0002261,0.0514094,0.0511834,0.400937,4.1317301,15.6953001,-3.6781199
not,3133.899902,5.6045599,-0.501619,-0.447165,0.0544538,0.781161,3.7488501,18.3297997,14.9987001
not,410.1019897,8.5652304,1.4217401,0.283358,-1.1383801,0.224376,4.2428699,30.9827995,-15.2157001
not,2140.23999,6.2922001,-0.0418957,0.091803,0.133699,0.494557,4.00419,18.4239998,-3.9704101
not,1474.77002,5.2874098,-0.376383,0.0041763,0.38056,0.450766,4.0092402,16.8721008,-0.131989
not,3416.409912,6.80479,1.83942,0.277991,-1.56143,0.487376,5.1921301,26.5100994,0.262207
not,272.3680115,6.7396498,-3.9721799,-0.256807,3.71538,0.261039,4.6279001,26.4221992,-28.6445007
not,60.9830017,16.7397995,-1.25416,0.43492,1.68908,0.114571,3.3528199,0.269475,-15.7517004
not,1063.430054,6.4123902,0.0003014,0.0311812,0.0308798,0.445235,3.5190699,13.8291998,-2.0908799
not,3950.810059,6.7374701,0.250998,-0.188968,-0.439966,0.607074,3.3845201,17.7509995,1.24245
not,347.631012,9.1607599,-0.209177,-0.303269,-0.0940913,0.387839,3.1213,10.5365,-6.2656598
not,5801.879883,6.6937499,0.0835654,0.167841,0.0842752,0.46276,5.4222102,25.7835007,-0.154373
not,6421.25,4.8515201,-3.6375401,-1.45039,2.18715,0.566821,5.9888,35.1259003,8.7667103
not,1489.810059,6.8310299,-0.961567,-0.417893,0.543674,0.379884,4.0727601,14.5279999,-4.5335698
not,2678.929932,5.7593298,0.501769,0.430353,-0.0714164,0.41402,4.74019,25.3134003,-2.1579001
not,5610.279785,4.9826298,0.418053,-0.167219,-0.585272,0.775251,4.8508301,31.6763992,22.3321991
not,3651.040039,6.5163102,-0.041745,0.126808,0.168553,0.530007,4.60322,23.9284992,8.1148796
not,1198.550049,6.2229199,0.961492,0.0948911,-0.866601,0.655707,3.06269,6.7866602,5.3331599
not,2827.929932,5.78579,0.836332,0.187765,-0.648567,0.74564,3.9595101,20.2292004,11.2683001
not,697.0880127,6.46842,-1.29606,-1.3347501,-0.0386902,0.360198,4.5710201,29.1877995,-11.3831997
not,261.0559998,8.44627,0.376007,0.38706,0.0110537,0.411761,3.8560901,11.6462002,-3.66043
not,2885.699951,4.89323,0.919672,0.681167,-0.238505,0.927522,3.67838,12.6757002,15.4991999
not,5654.759766,5.2654901,-0.292667,-0.364092,-0.0714244,0.728889,4.9616399,31.7999992,11.5128002
not,1841.109985,8.7803402,0.209027,0,-0.209027,0.544736,3.8201699,13.2354002,-1.54062
not,8661.580078,5.85744,0.459723,0.58022,0.120497,0.56132,5.3048701,30.9761009,3.8394001
not,3700.340088,5.9228702,-0.459874,-0.181578,0.278295,0.475092,5.4903498,29.3481007,6.1016698
not,8533.730469,6.8573499,-0.418204,-0.321481,0.0967226,0.465445,5.2709398,26.7852993,-7.5777402
not,4927.509766,6.6258402,0.292366,0.154212,-0.138154,0.749706,3.3603899,9.0389099,10.6157999
not,198.1589966,7.3380699,-1.83972,-0.452413,1.38731,0.193286,3.1222501,7.7764101,-9.7233896
not,2234.280029,7.2387099,-0.0001507,0.0866929,0.0868436,0.39275,4.4675202,16.7865009,-4.3993802
not,5559.229981,5.9742699,-0.334714,0.330795,0.665509,0.444304,4.9816098,20.8820992,3.0938001
not,4426.959961,6.45156,-0.62723,-0.506185,0.121045,0.416726,4.9759798,27.5086994,-13.9871998
not,852.6550293,5.6503501,0.250847,0.0708195,-0.180027,0.590504,3.2878101,17.5608997,1.54022
not,1502.729981,7.6087098,-1.0454299,-0.374612,0.670822,0.335154,4.5990601,18.1301994,-5.8457198
not,21.9631004,7.11939,0.125763,0.141133,0.0153703,0.167201,2.70154,2.77985,-5.5151801
not,3573.729981,5.6475902,-0.543514,-0.0994323,0.444082,0.676984,3.3963499,11.9453001,7.3996
not,4359.740234,5.4226699,0.376007,0.515068,0.139062,0.522139,5.12325,27.9164009,2.9173
not,1634.699951,8.2190304,0.459874,-0.102884,-0.562758,0.349713,5.2691398,27.3568001,-5.7618098
not,3045.949951,6.7221999,1.5053101,0.633639,-0.871668,0.464341,5.5234799,26.8225994,2.2556601
not,5589.310059,5.8751998,3.09373,0.0047957,-3.0889299,0.952702,3.4993899,4.8156199,13.8058004
not,6483.580078,6.6405201,0.334714,0.0550101,-0.279704,0.496399,5.2255402,25.1868,1.19418
not,226.2310028,8.2000704,-0.0421971,0.0955145,0.137712,0.480969,3.3464401,13.4378996,-4.3591299
not,3680.800049,5.5938401,0.501694,0.282628,-0.219066,0.65312,5.0867801,29.1662006,8.1841402
not,1311.229981,6.1976299,0.0839422,0.0409292,-0.043013,0.510385,4.0015302,16.9689007,-0.954498
not,3234.790039,5.88205,-1.17082,-0.295691,0.875129,0.493796,5.0700698,26.6581993,1.3342
not,191.470993,8.2241697,-3.3868501,-2.3756101,1.01124,0.423942,4.7342601,22.3026009,-5.6239901
not,6949.819824,6.32899,-0.167206,-0.0672836,0.0999226,0.559987,5.0209298,25.7169991,11.9449997
not,1815.119995,7.4974499,0.46025,0.207,-0.25325,0.57124,4.6099701,21.7637005,3.0980799
not,843.6680298,7.2406902,-2.2997401,-2.40837,-0.108628,0.563006,4.3085299,21.1604004,0.132645
not,6844.910156,4.9849701,-0.0418204,0.898831,0.940651,0.514751,5.45193,31.6163006,-0.106735
not,915.0180054,6.0803599,3.2611599,0.726223,-2.53494,0.825841,2.7757699,3.9254999,10.3586998
not,6003.629883,4.7045498,-0.54359,-0.404696,0.138894,0.507196,5.4066401,28.5125999,-0.0353088
not,0,12.9069996,-6.6896801,-1.8169301,4.8727498,0.257659,3.93415,13.3142996,-17.1599007
not,520.8189697,6.8928099,0.376459,0.242788,-0.13367,0.51145,4.2639599,18.5193005,2.9486699
not,9726.5,6.7658401,-0.167206,-0.307046,-0.13984,0.53966,2.6503501,9.80793,-0.849457
not,1047.219971,12.3655996,-1.08688,-1.40772,-0.320839,0.296947,4.3063102,16.6259995,-8.7630196
not,273.7179871,5.3506999,1.0455101,0.353163,-0.692346,0.343334,3.5830901,15.8910999,-12.0804005
not,5811.569824,7.9749198,0.292592,0.135398,-0.157194,0.725704,2.6222701,5.3061199,3.73772
not,2248.790039,6.6108198,-0.334488,-0.172357,0.162131,0.430092,5.2063699,25.8484001,-8.2119398
not,493.321991,6.6068702,0.501468,0.310514,-0.190954,0.412289,3.13798,6.9328299,-0.770676
not,418.0329895,8.3025999,-0.54374,-0.239582,0.304159,0.70362,2.38393,4.25278,0.909058
not,74.702301,15.5206003,-2.8431799,-1.78622,1.05696,0.08575,3.51156,2.9372201,-16.6203995
not,5290.109863,4.8158202,-0.710494,-0.0949834,0.615511,0.692676,4.1920099,25.9213009,15.0094004
not,0,5.3954601,-1.17056,0.643829,1.81438,0.166192,4.19875,15.2285004,-18.6278
not,1737.670044,6.0265799,-0.543439,-0.536446,0.006993,0.364537,4.6589098,26.8798008,-3.14117
not,3854.810059,5.6064501,0.167282,-0.342499,-0.509781,0.508932,5.70998,33.4780006,7.2067599
not,647.8729858,7.28406,0.58541,0.536958,-0.0484516,0.239182,4.3075199,23.3850002,-9.7666197
not,6626.879883,6.2382598,2.0906401,-0.0201695,-2.11081,0.985974,4.2907701,3.35357,19.6895008
not,1801.030029,5.3241901,2.4252801,0.993895,-1.43139,0.938083,3.3495901,8.3159704,17.4881001
not,959.5869751,4.0794802,1.7559299,0.684708,-1.07122,0.37941,4.26788,26.9071999,-7.7451
not,158.2019958,7.3473902,-0.794286,-0.640677,0.153608,0.292452,3.80825,21.1345997,-13.5682001
not,4219.339844,6.2316298,-0.334412,-0.0174478,0.316965,0.453409,5.02035,25.2625999,-3.7813699
not,2563.129883,6.7589598,0.919822,0.441057,-0.478765,0.495401,4.5324602,22.6730995,5.2694402
not,2841.5,5.7749,0.125386,-0.0504838,-0.17587,0.545907,3.6654699,15.6106997,-1.68469
not,3670.479981,6.2486,0.0421218,0.321712,0.279591,0.453926,4.8341899,22.0953999,3.0583999
not,5495.600098,6.1553502,-1.00376,-0.192211,0.811554,0.426137,4.8480802,24.0195999,-11.4217997
not,5293.279785,4.09623,2.34126,1.9557199,-0.385545,0.530693,5.1413798,26.5219002,6.3992801
not,1896.469971,6.12889,-0.250696,-0.135508,0.115188,0.398057,4.9654298,27.6077995,-2.70103
not,3970.26001,7.0996299,-0.250696,-0.159519,0.0911772,0.489264,4.8345399,21.6131992,4.1503401
not,388.0069885,6.1654801,0.376233,0.717537,0.341305,0.188855,4.32092,34.7310982,-13.4394999
not,1352.880005,6.18611,-0.501769,-0.103861,0.397908,0.381004,4.73001,31.6889,-13.6232004
not,2622.77002,6.1290798,-1.33803,-1.45543,-0.117405,0.552184,3.91044,21.4125004,-0.945923
not,516.7009888,5.5852499,0.459949,0.173186,-0.286762,0.304276,4.38029,29.3761997,-15.3774004
not,182.2330017,4.1588602,2.5083899,1.10811,-1.40028,0.381168,4.23453,25.1154003,-13.1483002
not,2352.780029,4.8014498,1.04513,0.903048,-0.142085,0.562387,3.0662,13.8492002,1.85098
not,8679.900391,6.7881298,0.376308,0.250785,-0.125523,0.527944,5.4288802,26.8932991,7.1720099
not,3066.209961,6.4739699,0.167131,0.430466,0.263335,0.558715,3.5687499,13.0323,-0.545654
not,770.6959839,6.9175601,0.752616,0.58383,-0.168786,0.83133,2.52213,1.70161,8.8130198
not,1028.229981,7.6148801,0.0418204,0.0087822,-0.0330382,0.735098,3.62272,5.9115,12.2159996
not,3362.300049,5.2983999,-0.25047,-0.0580183,0.192452,0.566126,3.9277599,16.6979008,4.0826101
not,1983.930054,6.7308402,-1.25454,-1.06077,0.193762,0.672441,2.8499999,10.1500998,2.0476799
not,4001.300049,4.9601998,1.1290801,1.6210999,0.492025,0.455634,5.0691299,32.2535019,-7.6856098
not,5353.419922,5.5019002,1.83972,1.32268,-0.517042,0.584301,5.2906299,26.0809002,10.1450005
not,405.3349915,6.6547699,-0.167055,-0.0548524,0.112203,0.442431,3.2070899,13.0515003,-3.26563
not,3069.340088,8.9016304,-0.710871,-0.515736,0.195136,0.470181,4.50314,17.2474995,-10.0951004
not,607.1879883,6.5266399,-0.167282,-0.055791,0.11149,0.648949,3.77791,12.3849001,2.3485601
not,4303.390137,4.8821902,1.88124,0.863583,-1.01766,0.613105,4.57061,12.8118,16.7796993
not,1103.130005,6.03685,-0.460175,-0.367572,0.092603,0.515296,3.36587,15.9969997,-0.353943
not,424.401001,5.8241401,1.0454299,0.248089,-0.797345,0.660724,2.54633,5.0666099,1.91887
not,5319.910156,5.3416901,-0.6689,-0.621933,0.0469676,0.570868,5.2445102,29.8787994,9.2716398
not,5710.850098,5.3931098,0.292818,0.151268,-0.14155,0.639787,2.6245,7.7691202,4.17554
not,1594.050049,6.8204298,0.0418204,0.106229,0.0644087,0.386804,5.0469398,29.0976009,-9.73283
not,8307.200195,5.1026201,0.041745,-0.607253,-0.648998,0.581298,4.67062,20.0443001,4.4769702
not,2645.51001,5.75453,0.54359,0.0797977,-0.463792,0.576337,3.5935199,15.9158001,0.01091
not,4514.009766,6.2581701,0.041745,-0.009661,-0.0514061,0.565807,4.1801701,19.0167007,1.31001
not,3155.939941,8.8492603,-0.418204,-0.339275,0.0789284,0.467328,4.37112,15.8601999,-0.677704
not,13989.09961,6.7405601,0.794663,0.137629,-0.657034,0.511066,5.5355301,28.0081997,1.65782
not,2298.610107,6.9482698,0.543439,0.438074,-0.105364,0.462395,4.1730099,16.0711002,1.69403
not,10019.2002,6.7726202,0.418128,0.0610833,-0.357045,0.468159,5.6932402,31.7217007,-5.14467
not,4886.430176,5.8884902,-0.418128,0.617204,1.0353301,0.549011,5.8322601,36.8042984,10.4796
not,5504.390137,7.5274401,0.375931,0.286814,-0.0891175,0.527255,4.72963,19.5527,0.945007
not,1451.76001,7.5908799,-0.501543,-0.600979,-0.0994355,0.561415,3.3052199,11.9757996,-1.7364
wet,33.9749985,7.4655199,-1.04521,0.250922,1.2961299,0.0423956,1.8394901,3.9576099,-3.3940599
wet,7.4281802,8.7229996,0.250772,0.0731103,-0.177661,0.119158,1.04664,1.0677,-0.95726
wet,29.9563007,7.31493,0.292592,0.137216,-0.155376,0.288072,1.13367,1.1438,-0.418961
wet,12.9814997,7.1385002,0.292743,0.303142,0.0103989,0.0754061,1.57478,1.3644201,-1.69101
wet,0,9.7580605,-0.334563,-0.0418317,0.292731,0.0854881,1.2226599,0.496972,-1.34396
wet,2.0975101,13.2020998,-0.0418204,0,0.0418204,0.193202,1.1310199,0.244003,-1.00789
wet,47.0677986,6.4462099,0.459723,-0.182292,-0.642015,0.208366,2.17858,5.54775,-4.1795702
wet,61.3175011,6.6333199,0.631224,0.417351,-0.213873,0.118426,2.8401501,2.2604899,-7.8835602
wet,7.6310802,8.6686296,-0.0418204,0,0.0418204,0.0278167,1.7321,0.955705,-3.31041
wet,85.0821991,12.6903,-0.0836408,-0.142699,-0.0590582,0.208271,1.77983,2.29703,-2.4545901
wet,55.6593018,8.4640703,-0.81546,0.1223,0.93776,0.122982,2.22789,6.1394501,-4.1306601
wet,46.2532997,8.0243702,-0.0000754,-0.0238323,-0.023757,0.305165,0.952337,2.24979,-0.29509
wet,25.9689007,6.14747,0.710645,0.540732,-0.169913,0.165197,1.7279,3.6714399,-2.64252
wet,0,7.5395699,-1.00354,-0.0666034,0.936935,0.129881,1.5212801,3.6502299,-2.22455
wet,5.9545999,10.1843004,-0.154547,-0.0459421,0.108605,0.0542873,2.1352,0.875339,-4.2932601
wet,56.5471001,7.79883,-0.0001507,-0.0335269,-0.0333762,0.252759,1.13087,2.8181601,-1.33698
wet,0,15.9447002,-1.0870301,-0.749054,0.337974,0.160365,1.717,1.50993,-3.1946001
wet,0,16.9382,-0.501769,-0.0523056,0.449464,0.199903,1.1389199,1.33812,-1.32216
wet,47.3644981,8.1867504,-0.0000754,0,0.0000754,0.388152,0.921184,1.91285,-0.489899
wet,0,16.1109009,-1.42144,-0.595703,0.825738,0.0866237,1.1381201,1.05958,-1.78749
wet,23.1763992,7.3243799,0.0001507,0.0265658,0.0264151,0.164153,1.35131,2.2652099,-1.54259
wet,7.6894498,11.3457003,-0.209102,-0.0381267,0.170975,0.039573,1.34211,1.24824,-2.0873401
wet,10.4903002,7.4225202,-0.167206,0.0836408,0.250847,0.0695633,1.49365,2.0536499,-2.04984
wet,12.4259996,8.4468403,0.0834901,0.0359588,-0.0475312,0.173311,1.41774,1.84352,-2.0412099
wet,61.2464981,6.61447,0.418128,0.119533,-0.298596,0.226047,1.52731,6.8808799,-1.77327
wet,33.9976997,8.2933702,-0.125537,0.233034,0.358571,0.124555,1.49423,5.5724902,-2.5789299
wet,306.7950134,7.6737499,0.355134,0.074066,-0.281068,0.768697,0.864925,0.799006,0.218933
wet,8.9351501,18.2593002,-0.585297,0.0597243,0.645021,0.0194223,2.0176899,1.65995,-4.6294599
wet,5.08706,19.4643993,-0.125386,0.196802,0.322188,0.0239213,1.76451,0.444463,-3.64326
wet,8.9453602,9.1333904,-0.459949,-0.0893724,0.370577,0.0480114,1.4635299,0.928103,-2.5434301
wet,15.8381004,9.8506498,-0.501619,-0.297,0.204619,0.0600088,1.9056799,2.72646,-3.27262
wet,0,17.4330997,-1.33795,-0.427798,0.910153,0.0313718,1.8168,0.793117,-3.31194
wet,0,8.7830095,0.334525,0.0675705,-0.266955,0.162195,1.4857301,1.58078,-2.0677099
wet,133.177002,5.5780602,2.75969,1.01351,-1.7461801,0.365295,1.67586,6.4695501,0.214722
wet,13.8467999,7.4489102,2.29952,0.680799,-1.6187201,0.142476,1.56802,1.37454,-1.42647
wet,47.6321983,5.7080202,-0.205108,0.305322,0.51043,0.150615,1.85922,5.6865802,-4.7011399
wet,47.4771004,10.1744003,-0.0837161,-0.0142347,0.0694814,0.171895,1.7528501,1.04866,-2.4578199
wet,0,7.8161101,-1.33795,-0.0770474,1.2609,0.0490271,1.72259,3.4609301,-2.69051
wet,23.0680008,7.4519501,0.209253,0.0753083,-0.133944,0.236654,1.20509,0.99738,-1.30318
