class,cost,ctmi,crv_arc,crv_plane,crv_pro,diss_a,rough_a,slp_d,sp_a
not,2820.649902,4.5513301,1.00354,0.136618,-0.86692,0.570416,3.88798,17.5676003,6.7068901
not,1333.98999,5.2259998,0.292969,0.323035,0.030066,0.714354,3.37362,9.1600399,8.1547699
not,3037.959961,5.3190999,0.919822,0.551753,-0.368069,0.636104,2.9932799,8.3578196,5.6722298
not,2009.140015,6.59934,0.54359,0.210958,-0.332632,0.5442,4.2284899,18.0923996,0.549423
not,1944.560059,6.2376099,0.0835277,-0.0189274,-0.102455,0.444099,4.6240501,27.8216,-0.8433
not,1083.670044,8.4937201,0.167319,-0.0434965,-0.210816,0.359072,4.1449199,20.8486996,-6.7109699
not,704.7319946,5.6160998,0.129907,-0.35872,-0.488627,0.611115,2.59465,6.22998,2.3025701
not,1539.729981,6.7458301,1.54702,0.709401,-0.837614,0.572677,3.47932,15.7582998,5.1252599
not,2201.889893,6.56394,0.62708,0.298389,-0.32869,0.937896,2.8540499,2.4227099,16.3941994
not,198.9320068,5.9492898,1.0746,0.746704,-0.327892,0.342143,2.3385601,8.8925304,-2.25493
not,2121.939941,6.1096702,-0.585372,0.0935984,0.678971,0.484497,4.0107799,14.9253998,1.84758
not,332.269989,10.6492996,-2.3413799,-1.57285,0.768521,0.20474,3.0908699,9.2539501,-7.1965499
not,1091.060059,9.4853001,-1.54713,-0.616165,0.930963,0.464233,4.66609,19.6858006,-7.3818798
not,3886.790039,6.0260401,-1.21234,-0.531887,0.680452,0.768475,3.5516801,16.1618004,9.8923798
not,789.6370239,5.6913199,-0.250847,-0.295161,-0.0443143,0.539489,3.3480699,16.8969002,1.9308
not,1905.630005,7.0988798,0.669126,0.243711,-0.425415,0.760075,3.9661901,8.4570704,11.3915997
not,866.0759888,7.0268402,0.0834901,0.0268315,-0.0566586,0.554059,3.73702,14.9129,-2.58968
not,2708.959961,3.81373,1.37977,1.04506,-0.33471,0.440247,4.91079,33.5033989,-1.1578701
not,4931.140137,5.7966199,0.75239,0.849149,0.0967591,0.708911,3.9251599,15.2911997,16.3246002
not,608.822998,5.9223099,-0.0082134,-0.0055144,0.0026989,0.508112,2.7068501,21.8927002,-0.418549
not,86.0369034,5.7760901,3.63762,1.42387,-2.2137499,0.393771,2.80496,10.5393,-5.6307302
not,3918.469971,6.33178,0.710871,0.487001,-0.22387,0.597531,3.7992401,17.7548008,1.60255
not,179.8860016,10.3413,0.0416697,-0.230129,-0.271799,0.627271,3.5415699,8.7516899,-0.003418
not,453.677002,5.74195,1.96518,-0.0885897,-2.0537701,0.587767,2.5086501,10.8968,0.986244
not,1777.890015,7.1111102,-0.836219,-1.09595,-0.259733,0.434971,4.2931199,20.1629009,-0.532143
not,4131.229981,7.6415601,-0.250847,-0.254015,-0.0031679,0.678743,3.50844,13.7575998,4.91396
not,136.8040009,5.3555002,2.8973601,1.43768,-1.45968,0.275347,2.8514099,15.8188,-4.7580299
not,43.6799011,6.1674399,0.710683,0.345797,-0.364886,0.193028,2.16046,7.1698799,-4.5344501
not,1110.26001,8.57654,-0.33445,0.10455,0.439,0.375588,3.4541399,13.3591003,-9.0834398
not,1480.939941,7.9208102,0.334337,0.0175563,-0.316781,0.390953,3.8557301,13.4769001,-6.3320498
not,1621.969971,6.1051402,0.961492,0.484616,-0.476876,0.57744,3.8013101,11.3552999,4.7663298
not,126.7689972,4.5918899,2.7594299,1.43247,-1.32696,0.321954,3.1958599,16.9097996,-11.6163998
not,0,6.4287901,-2.8687301,-1.21693,1.65179,0.261627,3.0058701,10.9639997,-9.7890797
not,310.7189941,6.7238202,-1.1289999,-0.953402,0.175597,0.429006,3.0971601,12.2077999,-4.90453
not,1794.579956,5.9753098,0.209064,0.0957949,-0.113269,0.510628,3.8487,8.6675797,-0.466728
not,1032.469971,5.8935699,0.585448,0.305981,-0.279467,0.86558,2.3722301,4.7283802,6.9858599
not,595.8909912,6.3566098,0.129907,0.108049,-0.0218578,0.356491,4.2898998,25.1037998,-13.9586
not,2427.030029,4.77491,1.37973,0.841884,-0.53785,0.488457,4.0714898,14.2068005,1.33359
not,489.4049988,5.2449198,0.480595,0.397025,-0.0835706,0.601825,2.9821501,25.3929996,1.6957901
not,121.4639969,6.35991,0.668938,0.185107,-0.483831,0.365114,3.0115399,14.5436001,-6.4677501
not,716.507019,6.49547,-1.21249,-0.134954,1.07754,0.376397,4.3334198,22.1842995,-8.9928303
not,310.6740112,5.6254101,1.0452501,0.90383,-0.141416,0.425698,3.3896799,6.1726899,0.113342
not,95.3010025,6.74575,-1.12892,-0.782895,0.346029,0.268109,2.41137,13.8706999,-7.6646299
not,933.8859863,5.8129001,0.37627,0.218151,-0.158119,0.320218,4.2631502,19.7303009,-6.0314698
not,2133.560059,4.07792,2.6340101,2.3259599,-0.308046,0.632235,4.5520101,26.9431992,11.8486996
not,1596.829956,4.7402101,-2.007,-0.630201,1.3767999,0.482249,4.2376599,27.6639004,-0.50737
not,930.2210083,6.28407,1.1289999,-0.164056,-1.2930599,0.618415,3.4958601,18.5643005,3.33658
not,251.4409943,5.40907,1.71437,0.978588,-0.735784,0.326159,3.0389299,7.6475601,-7.21627
not,2664.870117,6.2428498,-0.167206,-0.178913,-0.0117064,0.511423,4.31638,19.2887993,-1.50087
not,3508.219971,6.5663199,1.17059,0.411149,-0.759445,0.547937,4.1107998,18.6583004,0.513702
not,2378.689941,6.2583299,-1.12892,-0.189922,0.939003,0.607775,3.7510099,21.9016991,6.0124002
not,399.8120117,8.7934399,2.8012099,-0.0219976,-2.82321,0.312819,3.0685999,13.5630999,-6.3791699
not,1620.689941,7.7393899,-2.00685,-1.55212,0.454734,0.469997,3.4188099,12.5179005,0.322342
not,2162.439941,5.6226001,0.459949,0.314149,-0.1458,0.661139,3.5255599,12.2386999,5.3217802
not,0,11.9258003,-3.1359301,-1.82854,1.30738,0.284749,3.17237,7.5430198,-12.3788004
not,925.4470215,8.2185497,-0.836295,-0.638263,0.198032,0.36042,3.8447599,17.5074005,-7.8849702
not,416.2579956,4.9756398,0.919822,0.266529,-0.653293,0.308014,2.88796,11.7018003,-4.0138898
not,24.2915001,7.1977501,0.543665,0.362101,-0.181563,0.101423,2.0651901,4.66998,-4.5859499
not,2745.840088,6.9348798,-0.292667,-0.168962,0.123705,0.628734,3.39253,9.93643,3.3517301
not,1450.530029,8.1573496,0.167206,0.286616,0.11941,0.443356,4.0272002,15.8415003,-1.05972
not,4407.740234,5.0677199,0.0877851,0.128781,0.0409962,0.527393,4.2824602,20.6968994,-2.30286
not,3430.350098,6.3240099,2.0905299,0.498826,-1.5917,0.589644,4.43222,20.6301994,9.03514
not,1422.189941,5.6008301,1.756,0.747968,-1.00804,0.619932,3.8238201,23.9111996,5.20118
not,3040.25,4.0971699,1.04528,0.421286,-0.623997,0.607234,4.2948298,26.5004005,4.7810798
not,2906.429932,5.44069,0.209253,0.635545,0.426292,0.514288,4.1484199,14.5843,2.6557801
not,2940.77002,5.9786701,0.710683,0.443938,-0.266745,0.598615,4.6294398,28.0021992,5.1834502
not,2901.439941,6.6099601,-0.0416697,-0.33294,-0.29127,0.614779,5.4562201,29.4965,8.6906996
not,2144.040039,7.3113799,-3.0647199,-2.0970299,0.967689,0.525852,3.93453,21.8377991,0.674942
not,2633.570068,6.2646198,-0.292743,-0.109135,0.183608,0.605817,4.25278,21.7773991,6.40482
not,3193.729981,5.4818902,0.961793,-0.153566,-1.11536,0.779367,3.63152,20.5324001,13.0394001
not,200.826004,10.0534,-0.37627,-0.201269,0.175001,0.37323,1.36191,1.25749,-0.499107
not,2550.550049,7.8873401,-0.0418204,0.0453917,0.0872121,0.646055,3.5030701,5.78864,7.0826898
not,2263.320068,5.5407,2.7177601,1.3444901,-1.37327,0.548236,4.4127302,25.2134991,5.8467398
not,3262.77002,7.9968801,0.292893,0.0939804,-0.198913,0.682687,3.60306,7.4767199,8.9647703
not,2114.159912,5.19801,1.2959,-0.1268,-1.4227,0.824285,3.2368,9.4154797,13.7180996
not,1868.839966,8.76089,-0.668749,-0.403102,0.265647,0.65073,3.53655,9.6082497,4.2178998
not,1785.709961,4.9867902,0.87804,1.04747,0.169429,0.514372,3.9813299,22.2765999,5.4511299
not,1766.76001,6.3722501,-0.919935,-0.152679,0.767257,0.471082,4.81037,22.2933998,-4.01265
not,1635.140015,5.1210999,0.392735,0.536385,0.143651,0.363607,4.7610202,28.2469997,-0.309708
not,2215.050049,5.6370602,1.1705199,-0.0759356,-1.2464499,0.673519,3.59512,12.0681,10.8966999
not,4947.310059,3.8598299,3.63762,2.71716,-0.920459,0.718692,4.7825198,32.2989006,27.9248009
not,507.6279907,4.9885001,0.460024,0.481568,0.0215441,0.445494,3.4407699,11.5563002,-2.66325
not,2435.429932,8.6760998,-0.627117,-0.540672,0.086445,0.598619,3.8959601,14.6300001,4.40591
not,468.6090088,5.5497398,0.125386,0.407908,0.282523,0.56226,4.39849,25.0144997,1.69276
not,0,5.0946398,-6.2719998,-1.90686,4.36514,0.235144,4.2506399,20.1921005,-14.1863003
not,6484.540039,7.6435499,-0.0837161,-0.0590684,0.0246477,0.515591,3.7432599,11.3778,3.1631501
not,831.9680176,4.8603802,0.125423,0.290266,0.164843,0.534771,3.6726301,13.0846996,2.41763
not,1194.540039,4.4354501,3.34917,1.04504,-2.3041401,0.5638,4.09484,19.5699005,6.0504899
not,846.3870239,6.91891,0.0418204,-0.0269942,-0.0688146,0.496427,3.7425699,14.9496002,1.75378
not,1713.540039,5.5029202,1.37992,0.363078,-1.01684,0.341406,4.03932,6.9696102,-5.3095102
not,1635.569946,7.4300799,-0.292743,-0.169295,0.123447,0.635902,3.1149399,11.0748997,3.5532801
not,155.9649963,7.82587,-1.21245,-0.346269,0.866183,0.236253,3.63715,23.3262997,-16.5962009
not,2572.76001,4.2467799,5.3518,0.555056,-4.7967501,0.644876,4.7368999,23.2341995,19.7388
not,3527.919922,5.2922802,-0.752692,0.0811272,0.833819,0.467738,4.5199299,24.3574009,-2.5961499
not,1868.52002,10.0740004,-4.1809802,-3.5111001,0.669885,0.326388,4.2100902,8.4177399,-4.6925702
not,2244.899902,5.9556899,-0.794587,-0.0047857,0.789802,0.585925,4.2607398,17.2717991,9.5994101
not,555.8189697,7.0274301,-0.459836,-0.289142,0.170694,0.314229,3.1672299,13.4712,-5.4017601
not,428.9129944,6.4105,-0.167583,-0.0568034,0.11078,0.373802,4.0155201,26.2551994,-11.6105003
not,2981.159912,6.0155301,-0.0417827,-0.0548344,-0.0130517,0.57662,4.8671498,23.7159004,2.38908
not,1962.939941,7.6698499,0.752541,0.214308,-0.538233,0.504582,3.63293,15.6429996,1.53018
not,490.3160095,6.1181898,-0.041745,0.147936,0.189681,0.347297,2.83094,11.2117996,-0.85125
not,669.5969849,7.3074799,-0.0418204,-0.203944,-0.162123,0.508988,3.97089,10.2614002,1.3413399
not,2998.75,5.6388001,-1.46349,-0.786078,0.67741,0.646875,4.60291,28.0832005,6.6162
not,0,17.2747993,-2.2619901,0.202583,2.4645801,0.0440686,4.0673399,6.1933999,-23.2420998
not,9364.580078,5.8842101,-2.8431101,-1.74204,1.10106,0.572893,5.20329,26.6086006,9.3656902
not,2253.629883,4.8372698,6.0753298,2.5345399,-3.5407901,0.929213,4.3517699,13.3797998,30.7905006
not,1570.869995,7.4282699,-0.585259,-0.681605,-0.0963452,0.505746,4.53967,14.9705,-4.81949
not,666.2340088,5.1143398,-2.5505199,-0.608603,1.94191,0.336058,3.3215101,19.8292007,-5.25594
not,1812.719971,6.6550202,0.250922,0.0734641,-0.177458,0.616104,3.27033,15.1301003,1.63893
not,183.5800018,9.0590296,-0.0837161,-0.369095,-0.285378,0.415778,4.8673301,21.5231991,-12.7306995
not,4083.709961,5.2960501,-0.376308,-0.0011137,0.375194,0.760276,4.0913401,24.2765007,18.1229
not,1431.069946,5.3701301,-0.0837161,0.128508,0.212224,0.568185,4.3847499,22.7247009,9.4580803
not,1954.709961,7.35151,-0.334488,-0.125244,0.209244,0.473739,3.4458699,7.6738601,3.1119499
not,1075.420044,6.3323698,0.0668373,-0.0701275,-0.136965,0.549974,4.41258,23.1067009,0.913879
not,1197.810059,8.9710703,0.125386,-0.0289215,-0.154307,0.39049,3.81967,14.1183004,-2.6744599
not,3561.129883,4.47158,2.1742101,2.09762,-0.0765926,0.679331,4.0539999,18.9256992,11.8669996
not,4217.399902,5.81074,0.0003768,0.230539,0.230162,0.519617,4.95785,24.1935005,6.5538502
not,1465.939941,5.43049,1.1289999,0.664205,-0.464795,0.467433,4.2028599,27.7315006,-0.135895
not,2038.680054,7.7149901,-0.418279,-0.210608,0.207671,0.659827,3.07814,11.3507004,5.6684899
not,2704.429932,6.97088,-0.710871,0.228712,0.939584,0.412113,4.4664798,18.6739998,-3.2872601
not,1892.76001,6.59444,0,-0.0520176,-0.0520176,0.665084,3.6134501,13.8327999,7.15906
not,791.2459717,5.0852299,0.919747,0.363436,-0.556311,0.454747,4.2711802,20.3673992,-2.77527
not,1115.810059,7.8811698,0.585335,0.132529,-0.452806,0.436589,3.7951601,16.4190006,-7.1372099
not,1861.589966,6.3220401,-0.0418957,0.0472843,0.08918,0.484715,3.99018,15.0797997,2.50354
not,3153.469971,4.6502099,2.9268999,1.46161,-1.4652801,0.659693,3.7906301,16.0023003,8.5422497
not,345.2210083,6.3664298,0.459949,0.335591,-0.124358,0.469489,3.1742599,5.8862,1.19108
not,2798.379883,5.8593102,0.250696,-0.0525941,-0.30329,0.785965,4.0091901,18.9004993,9.5082998
not,333.9760132,6.4326601,0.0418957,-1.25316,-1.29506,0.551267,3.32938,30.0683002,-3.4721
not,5876,6.8594198,-4.0556002,-1.7454,2.3102,0.344207,4.7527599,20.6979008,-18.6056995
not,944.3599854,8.1849699,-0.376157,-0.333898,0.0422597,0.445021,3.30299,11.3509998,-0.0498047
not,36.1388016,6.0745902,0.836257,0.323048,-0.513209,0.103611,3.66466,3.9481699,-16.1326008
not,3284.959961,4.0392599,1.47577,0.422453,-1.0533201,0.576299,4.92062,27.8481998,12.5024004
not,2257.969971,5.348,-0.0834147,-0.470114,-0.386699,0.808768,3.9531801,23.1800995,10.7124004
not,2479.469971,7.6580901,0.334638,0.185659,-0.148979,0.498063,4.58393,19.5018997,1.53772
not,1500.550049,7.7955799,0.167357,0.295814,0.128457,0.44568,4.0447202,25.7115002,-3.85625
not,1074.430054,4.8716602,0.865343,0.564365,-0.300978,0.589262,4.19871,12.9428997,4.0398302
not,2808.949951,6.3886199,-0.2675,-0.281519,-0.014019,0.451412,5.0846901,29.0121994,2.8852701
not,1780.150024,7.5373602,-0.217466,-0.668691,-0.451225,0.399794,4.7429399,22.5671005,-3.7388899
not,2179.419922,5.8791399,1.12915,0.283954,-0.845197,0.581783,4.4000702,30.4304008,0.99646
not,4608.75,5.3125801,0.12516,-0.0853728,-0.210533,0.818027,4.2409201,23.9232998,20.7598
not,2136.139893,5.20364,-1.90663,-1.88028,0.0263528,0.602356,5.0716701,26.3211002,13.5965004
not,3857.229981,6.28616,0.209102,-0.0824431,-0.291545,0.644035,3.96242,12.5944996,12.5740004
not,2471.790039,6.66155,-0.25096,-0.0469333,0.204027,0.545283,3.94239,19.0536003,4.3948698
not,2488.719971,6.97048,-0.234571,-0.312638,-0.0780676,0.428457,5.0448699,25.5939999,-10.8452997
not,5563.080078,5.0517602,-0.376308,-0.0552708,0.321037,0.497515,5.7309499,29.9344997,2.9813499
not,4882.049805,6.5915899,-0.48911,-0.584783,-0.0956727,0.448141,5.3373199,26.2833004,3.1372499
not,2060.52002,10.4918003,-0.62723,0.0414035,0.668634,0.40488,4.3576698,2.6703899,-2.7089801
not,3358.830078,4.8853102,-0.309395,0.11528,0.424675,0.536933,3.9224801,24.3899002,2.0232401
not,220.2019958,4.0515099,2.9640501,1.1460299,-1.81802,0.330461,3.5723801,27.5592995,-10.4299002
not,44.4738998,7.5259099,-0.167131,-0.253644,-0.0865136,0.203961,1.64028,2.7769201,-2.20485
not,2488.729981,6.9695501,-0.501732,-0.248283,0.253448,0.423698,4.5283899,21.5457001,0.490318
not,2118.310059,6.9664898,-0.6689,-0.188076,0.480824,0.773114,2.5801401,3.2381999,6.3614502
not,850.697998,7.4175701,-0.794587,0.456345,1.25093,0.216893,4.6591001,21.6233006,-16.2889996
not,107.7949982,10.3525,1.04532,0.333953,-0.711368,0.31703,3.3669701,12.7313995,-5.72123
not,144.9570007,7.8014598,-3.0520599,-1.55424,1.49781,0.23517,3.40957,20.8316994,-13.2898998
not,1273.319946,7.02983,0.334337,0.175359,-0.158978,0.799267,2.8497701,6.0626798,8.7786102
not,487.7940063,7.8269,-0.0415943,-0.127893,-0.0862989,0.299983,3.3727801,10.1754999,-7.3198099
not,4297.089844,7.5491199,-0.460024,-0.263555,0.196469,0.573656,3.80882,12.4708004,2.0564001
not,369.1300049,7.08881,-1.46341,-0.157587,1.30583,0.464119,2.6870601,11.3239002,-3.8340499
not,1645.300049,5.99646,0.125386,-0.130788,-0.256174,0.406619,4.39466,16.6207008,-9.1026096
not,1155.349976,7.9774599,0.376383,0.479356,0.102972,0.430853,4.1642098,16.6207008,-8.84552
not,5347.290039,6.2053699,0.167131,0.163443,-0.0036874,0.566342,5.4826999,28.5909996,7.8070698
not,1671.140015,10.6444998,-2.34126,-2.40588,-0.0646149,0.320839,4.9084501,8.9385996,-5.54707
not,136.6920013,7.1188502,-3.47019,0.146817,3.6170001,0.232351,3.5416901,22.4379997,-19.1345997
not,423.4410095,6.4740801,-0.208951,-0.180373,0.0285781,0.503172,2.4281001,13.0310001,-1.56628
not,1077.699951,4.4027901,3.0938001,1.30067,-1.79313,0.608349,4.6129899,20.1679993,9.4780598
not,465.098999,9.03263,-0.12531,-0.201923,-0.0766127,0.297983,2.85884,3.0767901,-4.4089999
not,4890.02002,5.8388801,-0.0834147,-0.0509215,0.0324933,0.675988,4.9815302,27.6627007,10.6661997
not,1136.390015,6.152,2.3415599,0.284335,-2.05723,0.900044,4.0773301,3.65488,19.8943005
not,329.196991,7.31358,-2.04829,-0.407745,1.64055,0.371193,2.8211999,12.4031,-6.2794199
not,758.8649902,7.6627798,-0.585636,-0.0717575,0.513879,0.322848,3.82444,15.7484999,-5.7297702
not,655.0679932,4.0292301,0.292441,1.00093,0.708485,0.342846,4.4025002,28.0860996,-10.8128004
not,0,7.4096398,-3.97207,-0.57993,3.3921399,0.157536,2.2845199,11.2976999,-7.29108
not,1195.040039,6.1396298,-0.0836408,-0.0340998,0.049541,0.454186,4.2974,27.3558006,-5.5254698
not,951.059021,4.2895598,0.668975,0.785899,0.116924,0.57811,3.2539501,22.3588009,4.7547898
not,557.9990234,5.9556298,-1.08725,-0.842236,0.245019,0.432501,2.9138701,13.1273003,0.528656
not,3176.459961,7.1275301,3.24036,0.0439752,-3.1963899,0.550471,4.3434401,28.9804001,2.38626
not,7096.939941,4.4888101,0.0833394,-0.216394,-0.299733,0.562691,5.1992698,33.9816017,17.0832996
not,0,12.0944004,-1.0871,-0.704134,0.38297,0.359223,3.3030601,10.0900002,-4.7586398
not,870.4400024,6.0756202,0.794512,0.0295879,-0.764924,0.553916,3.18735,11.6862001,3.3398399
not,3212.050049,4.9965501,0.459798,0.191721,-0.268077,0.724967,4.4478402,31.3209991,15.6368999
not,2242.469971,5.69523,-0.376082,0.0220274,0.398109,0.459603,5.0438299,26.7616997,-2.1575899
not,2467.800049,8.151,2.68841,-0.246632,-2.93504,0.490923,4.5683599,23.3966999,-1.42213
not,5031.729981,5.17133,4.18083,0.847217,-3.3336201,0.819688,4.5708699,27.0639,21.7173004
not,436.2709961,7.14533,-0.459874,-0.275588,0.184285,0.414417,2.6681001,12.0192003,-0.592422
not,0,9.6776505,-1.71411,-1.83206,-0.117954,0.432753,3.4017501,14.4435997,-5.6441798
not,4516.640137,6.43607,-0.125386,0.0033842,0.12877,0.80121,3.89096,13.5176001,15.4700003
not,2330.27002,5.9260602,0.501619,0.480493,-0.0211251,0.476687,4.6146998,21.8185005,8.0451202
not,1028.030029,6.5610399,-0.794587,-0.271051,0.523537,0.658905,3.0053599,11.9784002,5.9156499
not,1036.229981,6.00348,0.919672,-0.215332,-1.135,0.878676,3.19804,4.2381201,12.5166998
not,429.6369934,8.2541199,-0.459874,-0.456328,0.0035454,0.407254,2.50528,6.6779699,-4.2419901
not,837.1920166,7.7303801,-1.08699,-0.662393,0.424598,0.508459,2.6112101,10.4533005,-1.78175
not,361.5379944,4.31779,1.1709,0.933877,-0.237018,0.384806,4.3545599,21.7954006,-17.0233002
not,1025.229981,5.7388501,-0.418053,-0.16722,0.250833,0.579731,4.57797,30.0848007,1.59846
not,0,12.9373999,-2.13235,-0.622413,1.50994,0.357543,1.19705,2.52564,-1.1946501
not,3192.530029,6.26999,-0.0838668,-0.14299,-0.0591233,0.58401,4.7851701,24.4246006,6.8708801
not,421.2630005,8.2216702,1.6724401,0.254505,-1.41793,0.318564,3.6364999,9.6103096,-9.7225304
not,338.9100037,7.4040198,0.208951,-0.0491595,-0.258111,0.748998,1.17326,1.04633,1.04346
not,0,12.2452002,-5.7698598,-4.72229,1.04756,0.397117,4.0155902,16.6023006,-9.5610399
not,2554.330078,4.5381198,3.63732,2.3257599,-1.31156,0.644055,4.4399099,17.7865009,13.3506002
not,190.6920013,4.9483399,-0.62723,0.190507,0.817738,0.198994,3.4862199,23.0599995,-12.5908003
not,8868.980469,5.8839402,0.167508,0.0803162,-0.0871914,0.521992,5.47365,30.3104,8.9076204
not,897.0609741,5.5096798,2.5922599,2.16804,-0.424216,0.758227,3.16401,6.92312,9.8606396
not,2500.810059,6.24195,-0.167357,-0.341208,-0.173851,0.640875,3.52075,16.2730007,4.8643298
not,2344.070068,7.75107,1.58865,1.1162,-0.472445,0.326563,4.5570898,23.6959991,-4.7477698
not,338.7109985,4.67066,3.6793599,2.5116601,-1.1677099,0.284078,4.1803799,29.3346004,-14.7080002
not,1160.949951,4.4884601,2.17436,1.7263401,-0.448022,0.582241,3.5822799,18.6310005,7.9015999
not,1583.849976,5.64468,0.0418204,-0.0990414,-0.140862,0.37984,5.1266799,36.5983009,0.259842
not,1204.329956,5.9974298,0.125386,0.154145,0.0287597,0.705299,2.67536,16.6054001,7.3240099
not,562.559021,5.2273698,0.585184,-0.103615,-0.688799,0.613344,2.7061701,9.1477499,2.48911
not,631.1400146,5.6654801,0.292667,0.0986779,-0.193989,0.36682,4.1812201,27.4529991,-4.1984401
not,2050.26001,5.5908298,0.0837161,-0.0442743,-0.12799,0.586692,4.3721399,18.5657997,10.8675003
not,1911.310059,6.6219602,0.0837915,-0.0228107,-0.106602,0.531908,3.8845899,17.7133007,2.98634
not,1044.910034,4.89294,3.6792099,2.0163701,-1.66285,0.602961,3.2011099,12.6794004,5.3052702
not,1148.229981,6.6097498,-0.292818,-1.05028,-0.757458,0.550765,3.4790001,17.9171009,3.6072099
not,38.8476982,6.8572698,0.125235,0.164793,0.0395575,0.10066,3.73558,3.61096,-14.7484999
not,565.7919922,7.3578701,-0.710947,-0.117661,0.593286,0.229968,3.6215401,16.0081005,-3.6412499
not,204.1580048,7.2140098,0.209177,-0.0694327,-0.27861,0.378872,1.67556,2.5292301,-0.436981
not,2860.25,6.9518399,-0.376459,-0.273967,0.102492,0.402568,5.3738999,28.6089001,1.94095
not,1344.560059,3.74963,2.55074,3.1001799,0.549442,0.391459,4.7983699,35.2140999,-0.69281
not,4324.109863,4.9492898,1.04528,0.390195,-0.655089,0.497871,5.6263499,32.5362015,5.5808101
not,786.7969971,7.2646198,-0.167131,0.177683,0.344814,0.322452,3.6473999,13.0047998,-4.7422099
not,2435.51001,6.8329701,-0.125537,0.0431525,0.168689,0.565523,4.7413502,19.5767002,6.4416499
not,933.7130127,5.55196,0.752616,0.901336,0.14872,0.339532,4.5359101,30.1984005,-12.0438995
not,0,4.93151,-2.63416,-0.898096,1.73606,0.271988,4.4369202,23.4094009,-16.9594994
not,1162.02002,6.2070799,0.0836408,-0.140591,-0.224232,0.643331,2.8559799,10.2795,3.15694
not,118.5599976,5.4932499,-0.794437,-0.122927,0.67151,0.10113,3.5135701,7.0366502,-9.6926403
not,1021.619995,6.4934502,0.418242,0.0180761,-0.400165,0.492767,3.2497799,5.1881599,-1.00089
not,1438.5,5.6168799,2.0906401,0.825188,-1.26545,0.645505,3.5739999,18.1200008,4.6547699
not,0,6.7377601,-6.81529,-0.721315,6.0939798,0.321811,4.6142402,23.1082001,-17.2789001
not,187.2420044,5.9939599,-0.250847,0.264849,0.515696,0.189919,2.64323,8.5097799,-2.3280201
not,966.2979736,5.7158499,0.250696,0.36272,0.112024,0.402653,3.9007001,26.2896004,0.917542
not,2975.149902,5.29494,-0.208951,-0.344358,-0.135407,0.826478,3.7808599,16.7525997,18.4097004
not,2852.48999,4.8294802,2.885,1.6989,-1.1861,0.712552,4.7251902,25.6149998,14.5801001
not,3574.850098,5.0568299,0.125386,0.13674,0.0113538,0.702421,3.83302,10.8115997,14.2243996
not,1573.900024,7.27245,-0.585259,-0.269101,0.316159,0.674943,3.10446,11.7677002,3.8234301
not,2921.530029,6.3772998,-0.041745,-0.0465674,-0.0048224,0.424106,4.4988298,22.1919003,0.883881
not,3868.76001,13.1103001,-0.752541,-0.225697,0.526844,0.363269,2.78878,0.942857,-3.87042
not,2834.530029,6.5655499,-0.0419711,-0.0063902,0.0355809,0.53362,3.4907999,14.2221003,2.8452499
not,62.4366989,5.7181301,3.93014,0.949885,-2.9802499,0.491813,2.3491199,11.1528997,-1.19875
not,0,6.18961,-2.0486,-0.255553,1.79304,0.183483,2.8166599,13.8243999,-5.0535898
not,159.0339966,8.71103,-6.2718501,-1.34913,4.92272,0.274751,3.9040899,19.5895996,-19.1527004
not,668.1259766,4.7329998,0.878002,0.548279,-0.329723,0.308367,3.9100699,14.7887001,-8.5999002
not,451.3680115,7.21346,0.334563,0.085063,-0.2495,0.396273,3.64623,19.4720001,-6.3987999
not,0,15.6189003,-4.4320598,-1.53576,2.8963001,0.195345,2.8865099,5.0496898,-8.4125404
not,2536.179932,5.6182899,0.961417,0.426554,-0.534863,0.486092,5.0387301,23.5429001,-3.8564899
not,3755.159912,5.4201999,1.50508,1.41772,-0.0873652,0.497158,4.38832,14.8730001,1.65344
not,1208.27002,6.8242898,-0.292667,0.167855,0.460523,0.369963,4.03269,16.3570995,-4.8446398
not,622.8250122,7.3187499,-1.17097,-1.1535,0.0174667,0.372932,4.0588198,27.3449993,-7.9021502
not,566.6640015,7.8833399,-0.334488,-0.376301,-0.0418128,0.628948,2.57109,6.45223,0.804504
not,1660.890015,6.7132802,-0.459987,-0.260037,0.19995,0.510479,3.2053599,14.3099003,1.46315
not,1376.339966,9.8872004,-0.209027,-0.729165,-0.520139,0.440313,3.76844,12.0488997,-5.6496401
not,134.3450012,8.7449598,0.250621,0.089924,-0.160697,0.398426,1.96901,6.2711101,-1.54907
not,1740.579956,6.2933402,0.167432,0.186277,0.0188448,0.678293,4.0243301,12.5073996,8.75105
not,2814.120117,5.5262098,0.250922,-0.372736,-0.623659,0.672658,4.0761399,25.5351009,9.99086
not,4388.109863,4.4581299,-0.376308,0.0763581,0.452666,0.61993,5.0047998,34.8008995,9.01227
not,1097.609985,6.0972099,0.167357,0.1537,-0.0136567,0.542335,3.5543799,18.6427994,0.350983
not,236.6640015,5.5474401,-0.418128,-0.298083,0.120046,0.4501,3.7322199,13.1618004,-9.9435301
not,622.2080078,5.4025302,0.417978,0.339938,-0.0780395,0.47817,3.6120501,7.6971698,-4.2080202
not,501.1560059,5.9769902,2.3411901,-0.0099186,-2.35111,0.858451,2.5479701,12.8591003,6.5999098
not,594.1409912,7.4198699,-0.459874,-0.270512,0.189361,0.482494,2.9142699,10.1911001,-3.67787
