FID,POINTID,GRID_CODE,class,predB1,predB2,predB3,predB4,predB5,predB6,predB7,predB8,predB9,predB10,predB11,predB12,predB13,predB14,predB15,predB16,predB17,predB18,imgB1,imgB2,imgB3,imgB4,imgB5,pca1,pca2,ndvi,ndvir,skp,diff,lst,grd,all,frst,grdr,lstr,allr,frstr,rand,rand2,rand3,id_2,rand4,rand5,pcaxB1,pcaxB2,pcaxB3,pcaxB4,pcaxB5
71,1682,2,herb,6424,5574,4456,4332,4604,11396,9342,33295,32297,8749,1369,1369,1350,1369,17,17,17,17,6424.000000000000000,5574.000000000000000,4456.000000000000000,4332.000000000000000,4604.000000000000000,11396,9342,0.0163356,-0.0141101,28.5426006,0.0686340,21.0697994,20.7742004,21.0697994,21.0697994,17,17,17,17,0,2,0,2,1,1,11407,9393,7914,5342,1798
72,1730,4,forest,5453,3601,2930,3015,2949,8085,9490,32865,33228,8886,1556,1425,1564,1470,32,32,32,32,5453.000000000000000,3601.000000000000000,2930.000000000000000,3015.000000000000000,2949.000000000000000,8085,9490,0.0032319,0.0142977,35.2583008,0.3812870,23.9524002,24.0667000,21.9361992,22.6189995,32,32,32,32,0,4,0,4,1,1,8081,9678,8279,5938,1855
73,1744,4,forest,5711,4060,2916,3038,3200,8534,9513,34281,33431,13549,877,604,927,565,29,29,29,29,5711.000000000000000,4060.000000000000000,2916.000000000000000,3038.000000000000000,3200.000000000000000,8534,9513,0.0464356,0.0204904,30.5699005,11.0764999,13.5000000,14.2692003,9.2978697,8.7017498,29,29,29,29,0,4,0,4,1,1,8527,9678,8507,5639,1828
74,1759,2,herb,6214,5320,4496,4519,4455,11207,9296,32609,32843,8776,1921,1921,2012,1921,13,13,13,13,6214.000000000000000,5320.000000000000000,4496.000000000000000,4519.000000000000000,4455.000000000000000,11207,9296,-0.0045805,0.0025513,28.5590992,0.1306150,29.5580997,30.9615002,29.5580997,29.5580997,13,13,13,13,1,2,0,2,1,1,11222,9357,7665,5543,1968
75,1797,4,forest,5818,4602,3939,3910,4419,10199,8883,34641,32638,16546,709,431,728,383,25,25,25,25,5818.000000000000000,4602.000000000000000,3939.000000000000000,3910.000000000000000,4419.000000000000000,10199,8883,0.0574300,-0.0036947,22.7269001,17.9512997,10.9130001,11.2104998,6.6346202,5.9000001,25,25,25,25,0,4,0,4,1,1,10180,8987,7893,5678,1723
76,1808,4,forest,5328,3654,2769,2742,2697,7747,9640,32328,32599,10380,1592,1288,1574,1287,33,33,33,33,5328.000000000000000,3654.000000000000000,2769.000000000000000,2742.000000000000000,2697.000000000000000,7747,9640,-0.0131723,-0.0048993,35.6385994,3.8085301,24.5000000,24.2257996,19.8302002,19.8094997,33,33,33,33,0,4,0,4,1,1,7753,9853,8327,5743,1796
77,1827,2,herb,6142,5256,4333,4245,4678,11070,9052,34014,32423,8726,1755,1755,1898,1755,19,19,19,19,6142.000000000000000,5256.000000000000000,4333.000000000000000,4245.000000000000000,4678.000000000000000,11070,9052,0.0382865,-0.0102588,27.1576004,0.0137939,27.0000000,29.2082996,27.0000000,27.0000000,19,19,19,19,0,2,0,2,1,1,11066,9121,7827,5439,1758
78,1845,2,herb,6521,5580,4526,4708,5112,11875,8952,34751,33405,8737,1926,1926,2022,1926,17,17,17,17,6521.000000000000000,5580.000000000000000,4526.000000000000000,4708.000000000000000,5112.000000000000000,11875,8952,0.0608010,0.0197098,25.8628998,0.0411682,29.6382999,31.1212006,29.6382999,29.6382999,17,17,17,17,0,2,0,2,1,1,11861,8970,7917,5462,1918
79,1889,4,forest,5417,3789,2740,2648,2704,7801,9711,32543,32200,9761,748,655,751,790,24,24,24,24,5417.000000000000000,3789.000000000000000,2740.000000000000000,2648.000000000000000,2704.000000000000000,7801,9711,-0.0066128,-0.0170750,37.0652008,2.3877599,11.5122004,11.5667000,10.0816002,12.1538000,24,24,24,24,0,4,0,4,1,1,7808,9922,8436,5630,1736
80,1915,2,herb,6587,5721,4530,4280,4451,11475,9601,32471,31830,8759,1463,1463,1495,1463,11,11,11,11,6587.000000000000000,5721.000000000000000,4530.000000000000000,4280.000000000000000,4451.000000000000000,11475,9601,-0.0087963,-0.0283768,30.2926006,0.0915527,22.5226994,23.0000000,22.5226994,22.5226994,11,11,11,11,0,2,0,2,1,1,11499,9647,7973,5297,1765
81,1918,2,herb,6323,5656,4660,4440,4531,11480,9420,32300,31968,8801,1225,1225,1135,1225,18,18,18,18,6323.000000000000000,5656.000000000000000,4660.000000000000000,4440.000000000000000,4531.000000000000000,11480,9420,-0.0140355,-0.0241758,29.1847000,0.1866150,18.8477993,17.4736996,18.8477993,18.8477993,18,18,18,18,0,2,0,2,1,1,11505,9477,7673,5326,1820
82,1971,4,forest,5224,3763,2820,2908,2747,7859,9578,32330,33263,10791,957,843,1094,908,31,31,31,31,5224.000000000000000,3763.000000000000000,2820.000000000000000,2908.000000000000000,2747.000000000000000,7859,9578,-0.0131130,0.0153631,36.8911018,4.7514300,14.7381001,16.8332996,12.9796000,13.9696999,31,31,31,31,1,4,0,4,1,1,7869,9792,8185,5667,1907
83,2016,4,forest,6041,4878,4533,4556,5137,11288,8555,34806,32842,15106,949,620,987,515,23,23,23,21,6041.000000000000000,4878.000000000000000,4533.000000000000000,4556.000000000000000,5137.000000000000000,11288,8555,0.0624612,0.0025305,27.8987007,14.6490002,14.6070995,15.1922998,9.5400000,7.9259300,23,23,23,21,0,4,0,4,1,1,11259,8607,7614,5830,1759
84,2059,4,forest,5536,4039,3051,3056,3220,8515,9447,33642,32786,9035,1594,1562,1708,1823,37,37,37,37,5536.000000000000000,4039.000000000000000,3051.000000000000000,3056.000000000000000,3220.000000000000000,8515,9447,0.0269495,0.0008187,29.7572002,0.7238770,24.5319004,26.2903004,24.0417004,28.0587997,37,37,37,37,0,4,0,4,1,1,8513,9624,8295,5633,1780
85,2075,2,herb,6444,5466,4850,4323,4580,11509,9445,31822,30877,8749,1625,1625,1651,1625,26,26,26,26,6444.000000000000000,5466.000000000000000,4850.000000000000000,4323.000000000000000,4580.000000000000000,11509,9445,-0.0286320,-0.0574512,22.4066010,0.0685730,25.0000000,25.3999996,25.0000000,25.0000000,26,26,26,26,1,2,0,2,1,1,11531,9496,7676,5552,1597
86,2077,2,herb,7199,6193,5485,4791,4448,12586,10189,29339,30547,8727,1187,1187,1178,1187,22,22,22,22,7199.000000000000000,6193.000000000000000,5485.000000000000000,4791.000000000000000,4448.000000000000000,12586,10189,-0.1043990,-0.0675360,17.0762005,0.0178833,18.2667007,18.1350994,18.2667007,18.2667007,22,22,22,22,0,2,0,2,1,1,12651,10181,7664,5540,1718
87,2105,4,forest,6148,4907,4492,4572,5173,11359,8568,35068,33049,14062,874,651,928,585,26,26,26,26,6148.000000000000000,4907.000000000000000,4492.000000000000000,4572.000000000000000,5173.000000000000000,11359,8568,0.0704604,0.0088261,30.7609997,12.2543001,13.4582996,14.2856998,10.0243998,9.0000000,26,26,26,26,0,4,0,4,1,1,11326,8611,7718,5837,1777
88,2113,4,forest,5964,4483,4465,4053,4697,10630,8811,33589,31175,11484,1326,1004,1415,1080,37,37,37,37,5964.000000000000000,4483.000000000000000,4465.000000000000000,4053.000000000000000,4697.000000000000000,10630,8811,0.0253220,-0.0483682,15.8909998,6.3409100,20.3999996,21.7726994,15.4570999,16.6154003,37,37,37,37,0,4,0,4,1,1,10610,8893,7667,6007,1484
89,2115,4,forest,6222,4664,4088,4180,4548,10656,8982,34504,33124,14730,1047,708,1020,577,31,31,31,31,6222.000000000000000,4664.000000000000000,4088.000000000000000,4180.000000000000000,4548.000000000000000,10656,8982,0.0532654,0.0111272,20.8820000,13.7852001,16.1154003,15.6956997,10.9069996,8.8800001,31,31,31,31,0,4,0,4,1,1,10633,9045,8032,5885,1812
90,2128,4,forest,5583,4095,3259,3343,3557,8930,9232,34192,33176,11170,1273,957,1355,950,30,30,30,30,5583.000000000000000,4095.000000000000000,3259.000000000000000,3343.000000000000000,3557.000000000000000,8930,9232,0.0437207,0.0127234,33.4345016,5.6214299,19.5909004,20.8570995,14.7257996,14.6190004,30,30,30,30,0,4,0,4,1,1,8919,9389,8173,5719,1816
91,2133,4,forest,5636,4051,3074,2948,3257,8550,9481,33706,32074,12066,1084,848,1264,891,33,33,33,33,5636.000000000000000,4051.000000000000000,3074.000000000000000,2948.000000000000000,3257.000000000000000,8550,9481,0.0289054,-0.0209233,38.2689018,7.6743202,16.6905003,19.4582996,13.0508003,13.7143002,33,33,33,33,0,4,0,4,1,1,8547,9655,8387,5637,1665
92,2172,2,herb,6276,5366,4469,4546,5044,11540,8846,34740,33039,8757,1976,1976,2068,1976,12,12,12,12,6276.000000000000000,5366.000000000000000,4469.000000000000000,4546.000000000000000,5044.000000000000000,11540,8846,0.0604436,0.0085413,25.7800007,0.0870972,30.4090996,31.8276005,30.4090996,30.4090996,12,12,12,12,0,2,0,2,1,1,11524,8887,7812,5494,1832
93,2180,4,forest,6030,4745,4608,4507,5257,11293,8443,34915,32396,15326,1213,842,1213,763,33,33,33,32,6030.000000000000000,4745.000000000000000,4608.000000000000000,4507.000000000000000,5257.000000000000000,11293,8443,0.0657881,-0.0110806,26.3875008,15.1532001,18.6667004,18.6667004,12.9545002,11.7500000,33,33,33,32,0,4,0,4,1,1,11257,8493,7591,5940,1639
94,2187,4,forest,6075,4908,4603,4588,5282,11430,8475,35010,32706,11342,1252,919,1241,823,31,31,31,31,6075.000000000000000,4908.000000000000000,4603.000000000000000,4588.000000000000000,5282.000000000000000,11430,8475,0.0686899,-0.0016320,25.5254002,6.0152302,19.2726994,19.0951996,14.1514997,12.6667004,31,31,31,31,0,4,0,4,1,1,11396,8520,7609,5838,1710
95,2198,4,forest,5870,4658,4094,4136,4477,10435,8890,34223,32927,9538,1155,1075,1157,1133,30,30,30,30,5870.000000000000000,4658.000000000000000,4094.000000000000000,4136.000000000000000,4477.000000000000000,10435,8890,0.0446856,0.0051033,26.1832008,1.8776200,17.7726994,17.8094997,16.5417004,17.4444008,30,30,30,30,0,4,0,4,1,1,10419,8982,7780,5751,1815
96,2202,4,forest,5578,4058,3142,3083,3218,8592,9493,33151,32449,9038,1734,1660,1768,1745,34,34,34,34,5578.000000000000000,4058.000000000000000,3142.000000000000000,3083.000000000000000,3218.000000000000000,8592,9493,0.0119497,-0.0094779,29.1935997,0.7297360,26.6905003,27.2000008,25.5454998,26.8537006,34,34,34,34,0,4,0,4,1,1,8593,9667,8260,5666,1757
97,2226,4,forest,5622,4442,3285,3243,3503,9044,9401,33812,32549,17018,1044,748,1105,688,31,31,31,31,5622.000000000000000,4442.000000000000000,3285.000000000000000,3243.000000000000000,3503.000000000000000,9044,9401,0.0321155,-0.0064338,33.2108994,19.0330009,16.0741005,17.0000000,11.5149002,10.5965004,31,31,31,31,0,4,0,4,1,1,9047,9562,8204,5428,1762
98,2236,2,herb,6580,5826,4658,4639,4566,11776,9527,32433,32693,8683,1720,1720,1719,1720,14,14,14,14,6580.000000000000000,5826.000000000000000,4658.000000000000000,4639.000000000000000,4566.000000000000000,11776,9527,-0.0099740,-0.0020437,24.5181007,-0.0847168,26.4666996,26.4545002,26.4666996,26.4666996,14,14,14,14,0,2,0,2,1,1,11801,9560,7809,5330,1971
99,2240,2,herb,6548,5643,4580,4177,4292,11324,9716,31696,31252,8694,1678,1678,1685,1678,16,16,16,16,6548.000000000000000,5643.000000000000000,4580.000000000000000,4177.000000000000000,4292.000000000000000,11324,9716,-0.0324617,-0.0460203,24.5907993,-0.0585327,25.8260994,25.9230995,25.8260994,25.8260994,16,16,16,16,0,2,0,2,1,1,11356,9773,7916,5344,1700
100,2241,2,herb,6236,5381,4523,4171,4147,10964,9615,31339,31433,8716,1643,1643,1665,1643,17,17,17,17,6236.000000000000000,5381.000000000000000,4523.000000000000000,4171.000000000000000,4147.000000000000000,10964,9615,-0.0433679,-0.0404877,27.1865005,-0.0090027,25.2826004,25.6250000,25.2826004,25.2826004,17,17,17,17,0,2,0,2,1,1,10997,9695,7709,5435,1763
101,2280,4,forest,5576,4235,3102,3100,3027,8567,9681,32359,32749,11558,1043,816,1051,775,31,31,31,31,5576.000000000000000,4235.000000000000000,3102.000000000000000,3100.000000000000000,3027.000000000000000,8567,9681,-0.0122369,-0.0003225,32.4446983,6.5092802,16.0513000,16.1739006,12.5660000,11.9286003,31,31,31,31,0,4,0,4,1,1,8582,9861,8250,5520,1859
102,2286,4,forest,5623,4034,3318,3357,3768,9054,9076,34840,32951,17373,825,559,823,586,30,30,30,30,5623.000000000000000,4034.000000000000000,3318.000000000000000,3357.000000000000000,3768.000000000000000,9054,9076,0.0635055,0.0058427,40.2107010,19.8465004,12.7037001,12.6667004,8.6095200,9.0163898,30,30,30,30,0,4,0,4,1,1,9032,9223,8193,5794,1731
103,2297,4,forest,5560,3951,3004,3104,3160,8459,9466,33589,33296,13467,928,708,885,492,33,33,33,33,5560.000000000000000,3951.000000000000000,3004.000000000000000,3104.000000000000000,3160.000000000000000,8459,9466,0.0253083,0.0163720,25.9176998,10.8882999,14.2856998,13.6250000,10.8971004,7.5757599,33,33,33,33,0,4,0,4,1,1,8456,9641,8319,5718,1851
104,2322,2,herb,6496,5328,4467,4508,4759,11475,9168,33796,32909,8756,1943,1943,2071,1943,13,13,13,13,6496.000000000000000,5328.000000000000000,4467.000000000000000,4508.000000000000000,4759.000000000000000,11475,9168,0.0316497,0.0045683,27.5804996,0.0831299,29.9069996,31.8750000,29.9069996,29.9069996,13,13,13,13,0,2,0,2,1,1,11470,9201,7934,5615,1868
105,2323,2,herb,6411,5443,4518,4551,4869,11577,9080,33984,32879,8826,2074,2074,2239,2074,16,16,16,16,6411.000000000000000,5443.000000000000000,4518.000000000000000,4551.000000000000000,4869.000000000000000,11577,9080,0.0373921,0.0036388,27.0473995,0.2449040,31.9148998,34.4583015,31.9148998,31.9148998,16,16,16,16,0,2,0,2,1,1,11572,9116,7848,5506,1861
106,2325,2,herb,6531,5478,4391,4592,5072,11711,8940,35117,33493,8766,2102,2102,2173,2102,13,13,13,13,6531.000000000000000,5478.000000000000000,4391.000000000000000,4592.000000000000000,5072.000000000000000,11711,8940,0.0719645,0.0223756,26.0667992,0.1060490,32.3478012,33.4412003,32.3478012,32.3478012,13,13,13,13,0,2,0,2,1,1,11691,8960,8034,5484,1893
107,2376,4,forest,5686,4212,3460,3196,3653,9100,9297,33648,31460,16052,1336,724,1275,677,35,35,35,35,5686.000000000000000,4212.000000000000000,3460.000000000000000,3196.000000000000000,3653.000000000000000,9100,9297,0.0271334,-0.0396634,31.1236000,16.8176994,20.5555992,19.6296005,11.1465998,10.4210997,35,35,35,35,0,4,0,4,1,1,9093,9451,8174,5675,1574
108,2387,2,herb,6698,5756,4811,4660,4410,11799,9725,31335,32237,8739,1522,1522,1550,1522,14,14,14,14,6698.000000000000000,5756.000000000000000,4811.000000000000000,4660.000000000000000,4410.000000000000000,11799,9725,-0.0434877,-0.0159434,23.4319000,0.0443115,23.4221992,23.8570995,23.4221992,23.4221992,14,14,14,14,0,2,0,2,1,1,11835,9753,7764,5490,1946
109,2390,2,herb,6368,5139,4442,4444,4582,11209,9207,33268,32767,8754,1733,1733,1755,1733,16,16,16,16,6368.000000000000000,5139.000000000000000,4442.000000000000000,4444.000000000000000,4582.000000000000000,11209,9207,0.0155142,0.0002251,23.3258991,0.0780029,26.6739006,27.0000000,26.6739006,26.6739006,16,16,16,16,0,2,0,2,1,1,11208,9254,7847,5711,1873
110,2396,2,herb,6421,5271,4472,4475,4481,11269,9351,32792,32770,8727,1755,1755,1730,1755,11,11,11,11,6421.000000000000000,5271.000000000000000,4472.000000000000000,4475.000000000000000,4481.000000000000000,11269,9351,0.0010053,0.0003353,19.5428009,0.0182800,27.0000000,26.6154003,27.0000000,27.0000000,11,11,11,11,0,2,0,2,1,1,11278,9398,7842,5642,1920
111,2404,2,herb,6139,5501,4483,4660,5066,11597,8795,34760,33394,8761,1699,1699,1727,1699,14,14,14,14,6139.000000000000000,5501.000000000000000,4483.000000000000000,4660.000000000000000,5066.000000000000000,11597,8795,0.0610535,0.0193591,25.6039009,0.0955811,26.1522007,26.5713997,26.1522007,26.1522007,14,14,14,14,0,2,0,2,1,1,11586,8842,7680,5362,1930
112,2454,4,forest,5699,4411,3351,3439,3654,9249,9300,34177,33184,15268,1073,735,1139,627,37,37,37,37,5699.000000000000000,4411.000000000000000,3351.000000000000000,3439.000000000000000,3654.000000000000000,9249,9300,0.0432548,0.0129603,33.0502014,15.0201998,16.5098000,17.5333004,11.3125000,9.6499996,37,37,37,37,0,4,0,4,1,1,9244,9446,8188,5544,1839
113,2463,2,herb,6178,5371,4310,4332,4561,11108,9178,33686,32843,8779,1508,1508,1489,1508,21,21,21,21,6178.000000000000000,5371.000000000000000,4310.000000000000000,4332.000000000000000,4561.000000000000000,11108,9178,0.0282945,0.0025457,23.9270000,0.1372990,23.2000008,22.9200001,23.2000008,23.2000008,21,21,21,21,0,2,0,2,1,1,11112,9246,7825,5379,1881
114,2473,2,herb,6699,5318,4493,4750,5033,11810,9014,34617,33670,8813,2107,2107,2271,2107,15,15,15,15,6699.000000000000000,5318.000000000000000,4493.000000000000000,4750.000000000000000,5033.000000000000000,11810,9014,0.0566870,0.0278048,24.7294998,0.2140500,32.4185982,34.9524002,32.4185982,32.4185982,15,15,15,15,0,2,0,2,1,1,11790,9017,8038,5755,1961
115,2477,4,forest,5842,4735,4263,4218,4969,10796,8533,35265,32586,13878,1066,819,1080,841,29,29,29,29,5842.000000000000000,4735.000000000000000,4263.000000000000000,4218.000000000000000,4969.000000000000000,10796,8533,0.0764731,-0.0053060,17.6889992,11.8323002,16.3999996,16.6250000,12.6000004,12.9524002,29,29,29,29,0,4,0,4,1,1,10764,8613,7709,5718,1665
116,2607,2,herb,6416,5308,4566,4528,5139,11660,8842,34694,32623,8715,1871,1871,1942,1871,27,27,27,27,6416.000000000000000,5308.000000000000000,4566.000000000000000,4528.000000000000000,5139.000000000000000,11660,8842,0.0590417,-0.0041786,22.1655006,-0.0105591,28.7907009,29.8889008,28.7907009,28.7907009,27,27,27,27,0,2,0,2,1,1,11639,8871,7869,5614,1730
117,2611,2,herb,6421,5428,4509,4674,5090,11728,8886,34742,33348,8715,1961,1961,2027,1961,14,14,14,14,6421.000000000000000,5428.000000000000000,4509.000000000000000,4674.000000000000000,5090.000000000000000,11728,8886,0.0605271,0.0179680,22.8920994,-0.0097961,30.1702003,31.1923008,30.1702003,30.1702003,14,14,14,14,0,2,0,2,1,1,11712,8911,7862,5539,1900
118,2615,4,forest,5882,4595,4282,4201,5002,10770,8493,35300,32447,15888,1281,887,1345,788,37,37,37,37,5882.000000000000000,4595.000000000000000,4282.000000000000000,4201.000000000000000,5002.000000000000000,10770,8493,0.0775528,-0.0095485,16.7089005,16.4412994,19.7199993,20.6956997,13.6499996,12.1303997,37,37,37,37,0,4,0,4,1,1,10733,8570,7734,5850,1619
119,2698,4,forest,5524,4012,2928,3111,3298,8506,9334,34706,33752,9543,1345,1103,1395,1142,36,36,36,36,5524.000000000000000,4012.000000000000000,2928.000000000000000,3111.000000000000000,3298.000000000000000,8506,9334,0.0594282,0.0303030,38.3013000,1.8889500,20.7073002,21.4736996,16.9804001,17.5757999,36,36,36,36,0,4,0,4,1,1,8495,9507,8362,5625,1861
120,2710,4,forest,5508,3932,3122,2972,3163,8422,9480,32973,31953,14564,1030,645,1047,532,29,29,29,28,5508.000000000000000,3932.000000000000000,3122.000000000000000,2972.000000000000000,3163.000000000000000,8422,9480,0.0065235,-0.0246144,33.3627014,13.4056997,15.8478003,16.1110992,9.9354801,8.1846199,29,29,29,28,0,4,0,4,1,1,8423,9664,8244,5714,1687
121,2766,4,forest,5643,4268,3358,3463,3766,9226,9147,34636,33264,15521,958,601,889,600,31,31,31,31,5643.000000000000000,4268.000000000000000,3358.000000000000000,3463.000000000000000,3766.000000000000000,9226,9147,0.0572712,0.0153937,34.3433990,15.5986004,14.7399998,13.6786003,9.2500000,9.2381001,31,31,31,31,0,4,0,4,1,1,9212,9291,8154,5645,1815
122,2776,4,forest,5886,4570,4199,4135,4645,10528,8765,34412,32508,16029,961,627,1057,449,27,27,27,27,5886.000000000000000,4570.000000000000000,4199.000000000000000,4135.000000000000000,4645.000000000000000,10528,8765,0.0504297,-0.0076794,24.9174004,16.7639008,14.7917004,16.2632008,9.6590900,6.9200001,27,27,27,27,0,4,0,4,1,1,10505,8851,7751,5852,1708
123,2921,2,herb,6729,6161,5372,6218,8963,15057,6125,40966,35151,8743,2688,2688,2701,2688,21,21,21,21,6729.000000000000000,6161.000000000000000,5372.000000000000000,6218.000000000000000,8963.000000000000000,15057,6125,0.2505060,0.0729940,12.8182001,0.0540466,41.3616982,41.5667000,41.3616982,41.3616982,21,21,21,21,0,2,0,2,1,1,14890,5983,7732,5474,1653
124,2937,2,herb,6777,6219,5198,6337,9306,15247,5825,42038,35994,8735,2769,2769,2761,2769,14,14,14,14,6777.000000000000000,6219.000000000000000,5198.000000000000000,6337.000000000000000,9306.000000000000000,15247,5825,0.2832320,0.0987430,4.9701600,0.0365906,42.6046982,42.4814987,42.6046982,42.6046982,14,14,14,14,0,2,0,2,1,1,15056,5666,7899,5406,1737
125,2952,2,herb,6662,5818,5017,6133,9084,14748,5825,42208,36038,8729,2605,2605,2636,2605,14,14,14,14,6662.000000000000000,5818.000000000000000,5017.000000000000000,6133.000000000000000,9084.000000000000000,14748,5825,0.2884190,0.1000900,5.9987302,0.0206909,40.0850983,40.5587997,40.0850983,40.0850983,14,14,14,14,0,2,0,2,1,1,14553,5683,7950,5605,1700
126,2970,2,herb,6890,6041,5422,5920,8251,14637,6788,39538,34198,8733,2568,2568,2584,2568,12,12,12,12,6890.000000000000000,6041.000000000000000,5422.000000000000000,5920.000000000000000,8251.000000000000000,14637,6788,0.2069040,0.0439076,1.9324100,0.0305786,39.5116005,39.7667007,39.5116005,39.5116005,12,12,12,12,0,2,0,2,1,1,14503,6662,7781,5613,1573
127,2973,2,herb,6717,6181,5731,6161,8221,14831,6827,38606,33944,8741,2552,2552,2600,2552,15,15,15,15,6717.000000000000000,6181.000000000000000,5731.000000000000000,6161.000000000000000,8221.000000000000000,14831,6827,0.1784690,0.0361588,2.0380700,0.0496521,39.2667007,40.0000000,39.2667007,39.2667007,15,15,15,15,0,2,0,2,1,1,14716,6709,7394,5583,1649
128,2981,3,shrub,5980,4811,3630,4678,7230,11905,6564,43619,36892,9311,2145,1813,2203,1953,43,43,43,43,5980.000000000000000,4811.000000000000000,3630.000000000000000,4678.000000000000000,7230.000000000000000,11905,6564,0.3314920,0.1261430,12.6471004,1.3569601,33.0000000,33.8946991,27.8946991,30.0464993,43,43,43,43,0,3,0,3,1,1,11735,6557,8443,5517,1691
